position,suffix,player_slug,first_name,middle_name,last_name,draft_year,lane_agility_time,shuttle_run,three_quarter_sprint,standing_vertical_leap,max_vertical_leap,max_bench_press_repetitions,body_fat_pct,hand_length,hand_width,height_w_shoes,height_wo_shoes,standing_reach,weight_lbs,wingspan,hand_length_inches,hand_width_inches,height_w_shoes_inches,height_wo_shoes_inches,standing_reach_inches,wingspan_inches,player_name
sg-pg,,bernard__king__2003,bernard,,king,2003.0,11.37,,3.18,28.0,33.5,11.0,12.9,-,-,,6' 3.75'',8' 2.5'',200.0,6' 5.5'',,,,75.75,98.5,77.5,bernard king
pg,,brandin__knight__2003,brandin,,knight,2003.0,,,,,,6.0,10.5,-,-,,5' 11.75'',7' 11.5'',190.0,6' 6'',,,,71.75,95.5,78.0,brandin knight
sf,,kyle__korver__2003,kyle,,korver,2003.0,11.42,,3.47,25.5,31.5,13.0,6.7,-,-,,6' 6.25'',8' 6.5'',211.0,6' 9.5'',,,,78.25,102.5,81.5,kyle korver
c-pf,,james__lang__2003,james,,lang,2003.0,14.01,,3.55,24.5,32.0,8.0,21.4,-,-,,6' 8.25'',9' 2'',316.0,7' 6.25'',,,,80.25,110.0,90.25,james lang
pf-c,,donald__little__2003,donald,,little,2003.0,11.18,,3.2,33.0,37.0,18.0,7.3,-,-,,6' 9.5'',8' 1'',229.0,7' 3'',,,,81.5,97.0,87.0,donald little
c,,chris__marcus__2003,chris,,marcus,2003.0,,,,,,12.0,23.1,-,-,,7' 0'',9' 6'',334.0,7' 8'',,,,84.0,114.0,92.0,chris marcus
pf-c,,chris__massie__2003,chris,,massie,2003.0,12.48,,3.22,26.5,33.0,13.0,14.8,-,-,,6' 6.5'',8' 10.5'',259.0,7' 1'',,,,78.5,106.5,85.0,chris massie
c-pf,,will__mcdonald__2003,will,,mcdonald,2003.0,11.83,,3.42,25.0,32.5,17.0,13.6,-,-,,6' 9.5'',9' 1.5'',258.0,7' 3.5'',,,,81.5,109.5,87.5,will mcdonald
pf,,darko__milicic__2003,darko,,milicic,2003.0,11.3,,3.36,26.5,32.5,13.0,8.0,-,-,,6' 11.5'',9' 3.5'',250.0,7' 5'',,,,83.5,111.5,89.0,darko milicic
pf,,jeff__newton__2003,jeff,,newton,2003.0,11.18,,3.23,27.5,34.0,9.0,5.3,-,-,,6' 8'',8' 10'',199.0,7' 1'',,,,80.0,106.0,85.0,jeff newton
pf-c,,uche__nsonwu-amadi__2003,uche,,nsonwu-amadi,2003.0,11.83,,3.25,27.5,29.0,21.0,6.0,-,-,,6' 7.75'',8' 10.5'',246.0,7' 3.75'',,,,79.75,106.5,87.75,uche nsonwu-amadi
sf,,ugonna__okyekwe__2003,ugonna,,okyekwe,2003.0,11.43,,3.2,32.0,36.5,8.0,4.3,-,-,,6' 7.25'',9' 1'',228.0,7' 3'',,,,79.25,109.0,87.0,ugonna okyekwe
pg,,marlon__parmer__2003,marlon,,parmer,2003.0,,,3.42,28.0,32.0,13.0,9.3,-,-,,6' 0.75'',8' 1'',184.0,6' 3.5'',,,,72.75,97.0,75.5,marlon parmer
pf-sf,,stephane__pelle__2003,stephane,,pelle,2003.0,11.37,,3.27,28.5,33.0,17.0,12.4,-,-,,6' 7'',8' 11'',246.0,7' 2'',,,,79.0,107.0,86.0,stephane pelle
sg-sf,,kirk__penney__2003,kirk,,penney,2003.0,10.44,,3.04,32.0,35.5,15.0,8.0,-,-,,6' 5'',8' 1'',218.0,6' 5.25'',,,,77.0,97.0,77.25,kirk penney
c,,pavel__podkolzin__2003,pavel,,podkolzin,2003.0,13.4,,3.8,19.5,22.5,5.0,16.3,-,-,,7' 3.5'',9' 8'',303.0,7' 5.75'',,,,87.5,116.0,89.75,pavel podkolzin
pf-sf,,josh__powell__2003,josh,,powell,2003.0,11.72,,3.2,32.5,38.5,15.0,8.0,-,-,,6' 8'',8' 11.5'',227.0,7' 1'',,,,80.0,107.5,85.0,josh powell
pg-sg,,hollis__price__2003,hollis,,price,2003.0,10.72,,3.25,27.5,33.0,1.0,7.3,-,-,,5' 11.5'',7' 10.5'',165.0,6' 4.5'',,,,71.5,94.5,76.5,hollis price
pg,,luke__ridnour__2003,luke,,ridnour,2003.0,11.0,,3.28,26.0,32.5,,5.3,-,-,,6' 1'',7' 11.5'',167.0,6' 3'',,,,73.0,95.5,75.0,luke ridnour
sg,,joe__shipp__2003,joe,,shipp,2003.0,11.75,,3.2,29.0,34.5,17.0,11.7,-,-,,6' 4'',8' 7'',224.0,6' 10'',,,,76.0,103.0,82.0,joe shipp
sf-pf,,ron__slay__2003,ron,,slay,2003.0,12.01,,3.43,28.5,31.5,10.0,16.3,-,-,,6' 6'',8' 7.5'',236.0,6' 10'',,,,78.0,103.5,82.0,ron slay
pf-sf,,theron__smith__2003,theron,,smith,2003.0,10.99,,3.1,28.5,32.0,25.0,9.3,-,-,,6' 6.5'',8' 8.5'',234.0,6' 10.25'',,,,78.5,104.5,82.25,theron smith
pf-sf,,tommy__smith__2003,tommy,,smith,2003.0,11.54,,3.14,30.0,33.0,2.0,6.7,-,-,,6' 9'',8' 11.5'',200.0,7' 2.5'',,,,81.0,107.5,86.5,tommy smith
c-pf,,marvin__stone__2003,marvin,,stone,2003.0,12.1,,3.5,25.5,27.5,9.0,17.4,-,-,,6' 9.5'',9' 1.5'',261.0,7' 3.5'',,,,81.5,109.5,87.5,marvin stone
pf,,michael__sweetney__2003,michael,,sweetney,2003.0,12.9,,3.28,26.0,31.5,3.0,14.1,-,-,,6' 7.25'',8' 11.5'',262.0,7' 1'',,,,79.25,107.5,85.0,michael sweetney
pg-sg,,sasha__vujacic__2003,sasha,,vujacic,2003.0,,,,,,,14.1,-,-,,6' 5.5'',8' 5'',193.0,6' 5.5'',,,,77.5,101.0,77.5,sasha vujacic
sg-sf,,dwyane__wade__2003,dwyane,,wade,2003.0,10.56,,3.08,31.5,35.0,9.0,6.7,-,-,,6' 3.75'',8' 6'',212.0,6' 10.75'',,,,75.75,102.0,82.75,dwyane wade
pf,,wayne__wallace__2003,wayne,,wallace,2003.0,11.85,,3.24,29.5,36.0,6.0,4.6,-,-,,6' 7.25'',9' 0'',187.0,7' 2'',,,,79.25,108.0,86.0,wayne wallace
sf-pf,,luke__walton__2003,luke,,walton,2003.0,,,,28.0,,12.0,9.3,-,-,,6' 7.75'',8' 8'',235.0,6' 8.5'',,,,79.75,104.0,80.5,luke walton
pf-sf,,david__west__2003,david,,west,2003.0,12.18,,3.43,28.5,31.5,11.0,8.0,-,-,,6' 8.25'',9' 0.25'',226.0,7' 4.25'',,,,80.25,108.25,88.25,david west
pg-sg,,mo__williams__2003,mo,,williams,2003.0,,,,,,3.0,6.7,-,-,,6' 0.75'',8' 2.5'',189.0,6' 5.5'',,,,72.75,98.5,77.5,mo williams
c-pf,,wesley__wilson__2003,wesley,,wilson,2003.0,12.19,,3.3,27.0,30.5,20.0,12.4,-,-,,6' 10.25'',9' 2.5'',257.0,7' 3'',,,,82.25,110.5,87.0,wesley wilson
sf-pf,,doug__wrenn__2003,doug,,wrenn,2003.0,11.38,,3.17,34.5,41.0,15.0,7.3,-,-,,6' 5.75'',8' 4.5'',220.0,7' 7.5'',,,,77.75,100.5,91.5,doug wrenn
pg,,derrick__zimmerman__2003,derrick,,zimmerman,2003.0,11.09,,3.1,34.0,40.5,13.0,5.3,-,-,,6' 1'',8' .25'',190.0,6' 9'',,,,73.0,8.0,81.0,derrick zimmerman
pf,,nene____2002,nene,,,2002.0,10.73,,3.19,30.0,34.0,16.0,,-,-,,6' 9.25'',9' 1'',253.0,7' 4.5'',,,,81.25,109.0,88.5,nene
pf-c,,robert__archibald__2002,robert,,archibald,2002.0,11.34,,3.33,24.0,27.5,10.0,,-,-,,6' 10'',9' 1.5'',250.0,6' 11.75'',,,,82.0,109.5,83.75,robert archibald
pg,,maurice__baker__2002,maurice,,baker,2002.0,12.19,,3.29,29.5,33.0,2.0,,-,-,,5' 11.75'',8' 0'',178.0,6' 4'',,,,71.75,96.0,76.0,maurice baker
sf,,matt__barnes__2002,matt,,barnes,2002.0,10.68,,3.28,35.5,40.5,11.0,,-,-,,6' 6.75'',8' 0.5'',226.0,6' 9'',,,,78.75,96.5,81.0,matt barnes
sf-sg,,lubos__barton__2002,lubos,,barton,2002.0,11.2,,3.31,25.5,31.5,14.0,,-,-,,6' 6.5'',8' 11'',221.0,7' 0'',,,,78.5,107.0,84.0,lubos barton
pf-c,,lonny__baxter__2002,lonny,,baxter,2002.0,11.77,,3.21,28.0,32.5,14.0,,-,-,,6' 6.25'',8' 11.5'',264.0,7' 1.5'',,,,78.25,107.5,85.5,lonny baxter
sf-pf,,lee__benson__2002,lee,,benson,2002.0,11.44,,3.29,27.5,32.5,14.0,,-,-,,6' 8.25'',9' 1'',217.0,7' 1.75'',,,,80.25,109.0,85.75,lee benson
pf,,carlos__boozer__2002,carlos,,boozer,2002.0,10.77,,3.31,26.5,28.5,13.0,,-,-,,6' 7.75'',9' 0.5'',258.0,7' 2.25'',,,,79.75,108.5,86.25,carlos boozer
c,,curtis__borchardt__2002,curtis,,borchardt,2002.0,12.56,,3.63,24.0,27.0,7.0,,-,-,,6' 10.75'',9' 4'',238.0,7' 2.5'',,,,82.75,112.0,86.5,curtis borchardt
sg-pg,,jr__bremer__2002,jr,,bremer,2002.0,10.93,,3.1,30.0,35.5,24.0,,-,-,,6' 1.25'',8' 0'',188.0,6' 2.25'',,,,73.25,96.0,74.25,jr bremer
pg-sg,,brian__brown__2002,brian,,brown,2002.0,11.43,,3.29,26.0,33.0,8.0,,-,-,,6' 2.5'',8' 3'',194.0,6' 7'',,,,74.5,99.0,79.0,brian brown
pf,,sylvere__bryan__2002,sylvere,,bryan,2002.0,12.03,,3.2,28.5,29.5,13.0,,-,-,,6' 9'',9' 1.5'',226.0,7' 4.5'',,,,81.0,109.5,88.5,sylvere bryan
c,,chris__burgess__2002,chris,,burgess,2002.0,11.58,,3.37,24.5,31.0,24.0,,-,-,,6' 10'',9' 1'',246.0,6' 11.5'',,,,82.0,109.0,83.5,chris burgess
sf-sg,,caron__butler__2002,caron,,butler,2002.0,12.15,,3.33,27.0,31.0,2.0,,-,-,,6' 5.25'',8' 7.5'',222.0,6' 11.5'',,,,77.25,103.5,83.5,caron butler
sf,,rasual__butler__2002,rasual,,butler,2002.0,11.54,,3.29,31.5,37.5,10.0,,-,-,,6' 6.75'',8' 9.5'',198.0,7' 0'',,,,78.75,105.5,84.0,rasual butler
pg-sg,,mire__chatman__2002,mire,,chatman,2002.0,11.12,,3.18,29.0,33.0,1.0,,-,-,,6' 0'',8' 2'',174.0,6' 6'',,,,72.0,98.0,78.0,mire chatman
c,,chris__christoffersen__2002,chris,,christoffersen,2002.0,12.55,,3.39,28.0,31.0,13.0,,-,-,,7' 0.75'',9' 1'',291.0,7' 3.5'',,,,84.75,109.0,87.5,chris christoffersen
sg-sf,,lenny__cooke__2002,lenny,,cooke,2002.0,,,,,,,,-,-,,6' 5.5'',8' 11'',214.0,7' 1'',,,,77.5,107.0,85.0,lenny cooke
sg-sf,,craig__dawson__2002,craig,,dawson,2002.0,12.06,,3.25,26.0,30.0,,,-,-,,6' 3.5'',8' 6'',200.0,6' 6.25'',,,,75.5,102.0,78.25,craig dawson
sf,,mike__dunleavy__2002,mike,,dunleavy,2002.0,11.55,,3.3,24.5,29.0,11.0,,-,-,,6' 8'',8' 10'',230.0,6' 9'',,,,80.0,106.0,81.0,mike dunleavy
pg,,teddy__dupay__2002,teddy,,dupay,2002.0,10.53,,3.19,28.0,33.0,16.0,,-,-,,5' 9.5'',7' 6.5'',178.0,5' 10.75'',,,,69.5,90.5,70.75,teddy dupay
pf,,corsley__edwards__2002,corsley,,edwards,2002.0,12.18,,3.31,28.5,33.0,12.0,,-,-,,6' 7.25'',8' 10.5'',285.0,6' 10.75'',,,,79.25,106.5,82.75,corsley edwards
pf,,andy__ellis__2002,andy,,ellis,2002.0,11.69,,3.34,32.0,35.5,6.0,,-,-,,6' 9.25'',8' 6'',220.0,6' 10.25'',,,,81.25,102.0,82.25,andy ellis
pf,,melvin__ely__2002,melvin,,ely,2002.0,11.96,,3.35,26.0,29.0,7.0,,-,-,,6' 9'',9' 3'',240.0,7' 4'',,,,81.0,111.0,88.0,melvin ely
pf,,reggie__evans__2002,reggie,,evans,2002.0,12.73,,3.26,26.0,29.5,15.0,,-,-,,6' 7.5'',8' 11.5'',250.0,7' 2.5'',,,,79.5,107.5,86.5,reggie evans
pf-c,,peter__fehse__2002,peter,,fehse,2002.0,,,,,,,,-,-,,6' 10'',9' 1'',220.0,7' 0.5'',,,,82.0,109.0,84.5,peter fehse
pf,,drew__gooden__2002,drew,,gooden,2002.0,11.81,,3.19,29.0,33.0,13.0,,-,-,,6' 8.75'',8' 10.5'',227.0,7' 0.5'',,,,80.75,106.5,84.5,drew gooden
sg,,david__graves__2002,david,,graves,2002.0,11.2,,3.27,26.0,29.5,8.0,,-,-,,6' 4.5'',8' 5'',212.0,6' 7'',,,,76.5,101.0,79.0,david graves
pg,,lynn__greer__2002,lynn,,greer,2002.0,11.24,,3.16,29.5,36.5,12.0,,-,-,,6' 0.25'',7' 10.5'',170.0,6' 1'',,,,72.25,94.5,73.0,lynn greer
sf-sg,,rod__grizzard__2002,rod,,grizzard,2002.0,,,,,,6.0,,-,-,,6' 6'',8' 11'',193.0,7' 0'',,,,78.0,107.0,84.0,rod grizzard
pg-sg,,anthony__grundy__2002,anthony,,grundy,2002.0,11.1,,3.39,27.5,32.0,,,-,-,,6' 0.75'',8' 3'',167.0,6' 7.75'',,,,72.75,99.0,79.75,anthony grundy
pf,,marcus__haislip__2002,marcus,,haislip,2002.0,11.35,,3.21,33.5,36.5,8.0,,-,-,,6' 8.5'',8' 11'',221.0,7' 0'',,,,80.5,107.0,84.0,marcus haislip
sg-pg,,damon__hancock__2002,damon,,hancock,2002.0,11.62,,3.03,32.0,35.0,15.0,,-,-,,6' 2.75'',8' 3.5'',203.0,6' 6'',,,,74.75,99.5,78.0,damon hancock
pg,,greg__harrington__2002,greg,,harrington,2002.0,12.06,,3.32,28.5,34.0,15.0,,-,-,,6' 1'',8' 1'',183.0,6' 3.75'',,,,73.0,97.0,75.75,greg harrington
pf,,udonis__haslem__2002,udonis,,haslem,2002.0,11.8,,3.31,28.5,33.5,22.0,,-,-,,6' 7.75'',8' 11'',250.0,6' 11'',,,,79.75,107.0,83.0,udonis haslem
pg,,cordell__henry__2002,cordell,,henry,2002.0,11.3,,3.04,33.0,37.5,1.0,,-,-,,5' 8'',7' 8'',155.0,6' 1'',,,,68.0,92.0,73.0,cordell henry
sf-pf,,randy__holcomb__2002,randy,,holcomb,2002.0,12.85,,3.22,29.5,35.5,15.0,,-,-,,6' 7'',8' 9'',225.0,7' 1'',,,,79.0,105.0,85.0,randy holcomb
pf-sf,,ryan__humphrey__2002,ryan,,humphrey,2002.0,11.75,,3.2,31.5,37.5,13.0,,-,-,,6' 6'',8' 8.5'',223.0,7' 0'',,,,78.0,104.5,84.0,ryan humphrey
pf,,jared__jeffries__2002,jared,,jeffries,2002.0,11.73,,3.4,26.0,30.0,9.0,,-,-,,6' 10'',9' 1'',230.0,7' 0.5'',,,,82.0,109.0,84.5,jared jeffries
c,,jason__jennings__2002,jason,,jennings,2002.0,11.92,,3.62,29.0,32.0,8.0,,-,-,,6' 11.25'',9' 3'',249.0,7' 7'',,,,83.25,111.0,91.0,jason jennings
sg,,fred__jones__2002,fred,,jones,2002.0,11.12,,3.13,33.5,37.5,,,-,-,,6' 2.25'',8' 4'',218.0,7' 0'',,,,74.25,100.0,84.0,fred jones
c-pf,,lonnie__jones__2002,lonnie,,jones,2002.0,11.8,,3.33,30.5,31.5,15.0,,-,-,,6' 10.25'',9' 4'',230.0,7' 2.25'',,,,82.25,112.0,86.25,lonnie jones
c,,mario__kasun__2002,mario,,kasun,2002.0,,,,,,12.0,,-,-,,6' 11.75'',9' 1'',260.0,6' 11.5'',,,,83.75,109.0,83.5,mario kasun
pg,,sean__kennedy__2002,sean,,kennedy,2002.0,11.64,,3.28,22.5,26.5,,,-,-,,6' 0.75'',8' 0'',182.0,6' 2.5'',,,,72.75,96.0,74.5,sean kennedy
c-pf,,kris__lang__2002,kris,,lang,2002.0,11.36,,3.24,28.0,29.0,19.0,,-,-,,6' 9.25'',9' 1'',242.0,6' 11.75'',,,,81.25,109.0,83.75,kris lang
c-pf,,muhammed__lasege__2002,muhammed,,lasege,2002.0,12.96,,3.29,27.5,30.0,18.0,,-,-,,6' 8.75'',9' 0.5'',228.0,7' 2'',,,,80.75,108.5,86.0,muhammed lasege
pg,,steve__logan__2002,steve,,logan,2002.0,,,,,,11.0,,-,-,,5' 10'',7' 8.5'',207.0,5' 11.75'',,,,70.0,92.5,71.75,steve logan
c-pf,,kevin__lyde__2002,kevin,,lyde,2002.0,12.97,,3.36,27.5,30.5,13.0,,-,-,,6' 8.75'',9' 1.5'',278.0,7' 2'',,,,80.75,109.5,86.0,kevin lyde
pg,,tito__maddox__2002,tito,,maddox,2002.0,12.2,,3.24,27.0,32.5,,,-,-,,6' 3'',8' 3'',200.0,6' 5'',,,,75.0,99.0,77.0,tito maddox
sf,,kei__madison__2002,kei,,madison,2002.0,11.74,,3.22,27.5,34.5,6.0,,-,-,,6' 7.75'',8' 11'',216.0,7' 0.5'',,,,79.75,107.0,84.5,kei madison
pf,,chris__massie__2002,chris,,massie,2002.0,,,,,,,,-,-,,6' 6.25'',8' 11'',248.0,7' 0'',,,,78.25,107.0,84.0,chris massie
sg,,immanuel__mcelroy__2002,immanuel,,mcelroy,2002.0,,,,,,9.0,,-,-,,6' 2.25'',8' 4'',191.0,6' 6.5'',,,,74.25,100.0,78.5,immanuel mcelroy
pf-sf,,aaron__mcghee__2002,aaron,,mcghee,2002.0,12.24,,,26.0,28.5,,,-,-,,6' 7'',8' 9.5'',255.0,6' 10'',,,,79.0,105.5,82.0,aaron mcghee
sf-sg,,elvin__mims__2002,elvin,,mims,2002.0,11.17,,3.22,32.0,38.0,7.0,,-,-,,6' 4.25'',8' 9.5'',211.0,7' 1.5'',,,,76.25,105.5,85.5,elvin mims
sg-sf,,byron__mouton__2002,byron,,mouton,2002.0,11.84,,3.1,24.0,30.0,7.0,,-,-,,6' 4.5'',8' 6'',213.0,6' 10.25'',,,,76.5,102.0,82.25,byron mouton
sg,,ronald__murray__2002,ronald,,murray,2002.0,11.13,,3.16,31.0,36.5,9.0,,-,-,,6' 3'',8' 4.5'',197.0,6' 7.5'',,,,75.0,100.5,79.5,ronald murray
pf-c,,uche__okafor__2002,uche,,okafor,2002.0,14.45,,3.34,24.5,25.0,10.0,,-,-,,6' 9'',9' 4'',229.0,7' 5.5'',,,,81.0,112.0,89.5,uche okafor
pf-sf,,chris__owens__2002,chris,,owens,2002.0,,,,,,10.0,,-,-,,6' 7'',8' 8'',237.0,6' 11.5'',,,,79.0,104.0,83.5,chris owens
pg,,jannero__pargo__2002,jannero,,pargo,2002.0,11.11,,3.2,25.5,29.5,5.0,,-,-,,6' 0.25'',8' 0'',168.0,6' 2.5'',,,,72.25,96.0,74.5,jannero pargo
pg-sg,,smush__parker__2002,smush,,parker,2002.0,12.3,,3.26,21.0,28.5,1.0,,-,-,,6' 2.5'',8' 11.5'',179.0,6' 10'',,,,74.5,107.5,82.0,smush parker
sg-sf,,luke__recker__2002,luke,,recker,2002.0,10.78,,3.27,25.5,31.0,13.0,,-,-,,6' 4.75'',8' 5'',198.0,6' 7'',,,,76.75,101.0,79.0,luke recker
pf,,rolan__roberts__2002,rolan,,roberts,2002.0,11.36,,3.33,32.5,37.5,16.0,,-,-,,6' 5.75'',8' 9.5'',241.0,7' 1'',,,,77.75,105.5,85.0,rolan roberts
sf,,travis__robinson__2002,travis,,robinson,2002.0,11.96,,3.43,26.0,33.0,3.0,,-,-,,6' 5.25'',8' 8.5'',211.0,6' 10.5'',,,,77.25,104.5,82.5,travis robinson
sg-sf,,kareem__rush__2002,kareem,,rush,2002.0,11.86,,3.22,26.0,30.0,15.0,,-,-,,6' 4.75'',8' 7.5'',199.0,6' 9.75'',,,,76.75,103.5,81.75,kareem rush
pf-c,,brooks__sales__2002,brooks,,sales,2002.0,11.05,,3.29,26.0,29.5,13.0,,-,-,,6' 9'',9' 0'',232.0,6' 10'',,,,81.0,108.0,82.0,brooks sales
sf-sg,,john__salmons__2002,john,,salmons,2002.0,11.35,,3.25,30.5,34.5,12.0,,-,-,,6' 5.5'',8' 8'',207.0,6' 10.25'',,,,77.5,104.0,82.25,john salmons
sg,,predrag__savovic__2002,predrag,,savovic,2002.0,10.94,,3.38,22.5,28.5,13.0,,-,-,,6' 4.75'',8' 6'',212.0,6' 7'',,,,76.75,102.0,79.0,predrag savovic
pf-sf,,julian__sensley__2002,julian,,sensley,2002.0,11.85,,3.32,27.5,31.5,8.0,,-,-,,6' 7'',8' 9.5'',228.0,6' 11.5'',,,,79.0,105.5,83.5,julian sensley
pf-c,,israel__sheinfeld__2002,israel,,sheinfeld,2002.0,,,,,,8.0,,-,-,,6' 8.25'',8' 10.5'',239.0,6' 9.75'',,,,80.25,106.5,81.75,israel sheinfeld
sf,,preston__shumpert__2002,preston,,shumpert,2002.0,11.03,,3.24,28.5,29.0,9.0,,-,-,,6' 6'',8' 7.5'',197.0,6' 8.5'',,,,78.0,103.5,80.5,preston shumpert
sf,,tamar__slay__2002,tamar,,slay,2002.0,10.94,,3.09,32.5,38.0,11.0,,-,-,,6' 6.75'',8' 8'',203.0,6' 11.5'',,,,78.75,104.0,83.5,tamar slay
pf,,darius__songaila__2002,darius,,songaila,2002.0,11.69,,3.52,24.5,29.5,8.0,,-,-,,6' 8'',9' 0.5'',240.0,7' 1'',,,,80.0,108.5,85.0,darius songaila
pf,,amar'e__stoudemire__2002,amar'e,,stoudemire,2002.0,11.19,,3.25,32.0,35.5,12.0,,-,-,,6' 8.5'',9' 0.5'',233.0,7' 1.75'',,,,80.5,108.5,85.75,amar'e stoudemire
pg,,marcus__taylor__2002,marcus,,taylor,2002.0,11.25,,3.31,27.5,33.5,4.0,,-,-,,6' 1'',8' 2.5'',181.0,6' 4.5'',,,,73.0,98.5,76.5,marcus taylor
sg,,jobey__thomas__2002,jobey,,thomas,2002.0,11.46,,3.3,26.0,32.0,13.0,,-,-,,6' 2.75'',8' 3.5'',183.0,6' 5.75'',,,,74.75,99.5,77.75,jobey thomas
pg-sg,,dajuan__wagner__2002,dajuan,,wagner,2002.0,12.03,,3.22,28.0,35.0,16.0,,-,-,,6' 0.75'',8' 3'',193.0,6' 2'',,,,72.75,99.0,74.0,dajuan wagner
pf-c,,chris__wilcox__2002,chris,,wilcox,2002.0,11.43,,3.16,31.0,34.5,20.0,,-,-,,6' 8.25'',8' 11.5'',218.0,7' 1'',,,,80.25,107.5,85.0,chris wilcox
pg,,frank__williams__2002,frank,,williams,2002.0,11.73,,3.29,26.0,31.0,,,-,-,,6' 1.5'',8' 4.5'',212.0,6' 8'',,,,73.5,100.5,80.0,frank williams
pf-sf,,george__williams__2002,george,,williams,2002.0,11.21,,3.24,33.5,39.0,11.0,,-,-,,6' 5.75'',8' 7'',214.0,7' 0.5'',,,,77.75,103.0,84.5,george williams
pg,,jay__williams__2002,jay,,williams,2002.0,10.34,,3.09,28.5,36.0,10.0,,-,-,,6' 0.25'',8' 1'',197.0,6' 3.5'',,,,72.25,97.0,75.5,jay williams
sf-sg,,qyntel__woods__2002,qyntel,,woods,2002.0,11.94,,3.23,33.5,34.5,2.0,,-,-,,6' 7'',8' 9'',213.0,6' 10'',,,,79.0,105.0,82.0,qyntel woods
sf,,vincent__yarbrough__2002,vincent,,yarbrough,2002.0,11.7,,3.32,30.0,34.0,10.0,,-,-,,6' 5.5'',8' 8.5'',202.0,7' 0.5'',,,,77.5,104.5,84.5,vincent yarbrough
c,,adam__allenspach__2001,adam,,allenspach,2001.0,11.9,,3.4,28.5,31.0,16.0,12.4,-,-,,6' 11.5'',8' 11'',259.0,7' 0.5'',,,,83.5,107.0,84.5,adam allenspach
sg,,gilbert__arenas__2001,gilbert,,arenas,2001.0,,,3.25,31.5,36.0,12.0,5.3,-,-,,6' 2.25'',8' 3.5'',199.0,6' 9.5'',,,,74.25,99.5,81.5,gilbert arenas
sg,,brandon__armstrong__2001,brandon,,armstrong,2001.0,10.91,,3.2,30.0,37.0,6.0,9.3,-,-,,6' 3.5'',8' 3.5'',188.0,6' 9.5'',,,,75.5,99.5,81.5,brandon armstrong
sf-pf,,shane__battier__2001,shane,,battier,2001.0,10.95,,3.3,29.5,33.0,12.0,9.3,-,-,,6' 8.25'',8' 9'',229.0,6' 10.5'',,,,80.25,105.0,82.5,shane battier
sg-pg,,cookie__belcher__2001,cookie,,belcher,2001.0,11.26,,2.91,35.0,41.5,7.0,5.3,-,-,,6' 3'',8' 3'',206.0,6' 8.5'',,,,75.0,99.0,80.5,cookie belcher
pg,,charlie__bell__2001,charlie,,bell,2001.0,10.59,,3.12,31.5,38.0,15.0,6.7,-,-,,6' 2.5'',8' 1.5'',200.0,6' 7.5'',,,,74.5,97.5,79.5,charlie bell
c,,ruben__boumtje-boumtje__2001,ruben,,boumtje-boumtje,2001.0,11.84,,3.33,26.5,31.0,6.0,6.0,-,-,,6' 11.5'',9' 3'',245.0,7' 4'',,,,83.5,111.0,88.0,ruben boumtje-boumtje
pf,,calvin__bowman__2001,calvin,,bowman,2001.0,11.96,,3.21,28.5,34.5,7.0,8.6,-,-,,6' 8.75'',8' 8'',214.0,6' 11.5'',,,,80.75,104.0,83.5,calvin bowman
pf,,michael__bradley__2001,michael,,bradley,2001.0,11.11,,3.35,27.0,30.0,13.0,9.3,-,-,,6' 9.5'',8' 11'',227.0,7' 1.5'',,,,81.5,107.0,85.5,michael bradley
pg,,jamison__brewer__2001,jamison,,brewer,2001.0,9.65,,3.15,26.0,32.5,12.0,6.7,-,-,,6' 2.5'',8' 6.5'',178.0,6' 8.75'',,,,74.5,102.5,80.75,jamison brewer
pf-c,,kwame__brown__2001,kwame,,brown,2001.0,11.59,,3.45,30.0,33.0,17.0,8.9,-,-,,6' 10'',9' 0'',243.0,7' 1'',,,,82.0,108.0,85.0,kwame brown
pg,,sirvaliant__brown__2001,sirvaliant,,brown,2001.0,11.23,,3.0,31.0,39.5,10.0,6.7,-,-,,5' 11'',7' 8.5'',176.0,6' 4'',,,,71.0,92.5,76.0,sirvaliant brown
sf,,damone__brown__2001,damone,,brown,2001.0,11.81,,3.27,32.0,37.0,6.0,6.7,-,-,,6' 8.25'',8' 8.5'',202.0,6' 11.75'',,,,80.25,104.5,83.75,damone brown
sf-sg,,ryan__carroll__2001,ryan,,carroll,2001.0,11.0,,3.1,34.5,39.0,14.0,8.0,-,-,,6' 4'',8' 3'',202.0,6' 8.25'',,,,76.0,99.0,80.25,ryan carroll
sf-pf,,tyson__chandler__2001,tyson,,chandler,2001.0,12.13,,3.36,31.0,33.5,2.0,6.7,-,-,,6' 11.5'',9' 2'',224.0,7' 3'',,,,83.5,110.0,87.0,tyson chandler
c,,eric__chenowith__2001,eric,,chenowith,2001.0,12.5,,3.59,23.5,27.5,6.0,12.9,-,-,,7' 1'',9' 3'',264.0,7' 4'',,,,85.0,111.0,88.0,eric chenowith
pf,,sam__clancy__2001,sam,,clancy,2001.0,11.47,,3.13,31.0,34.0,15.0,8.0,-,-,,6' 6.25'',8' 11'',242.0,7' 2.75'',,,,78.25,107.0,86.75,sam clancy
pf,,gyasi__cline-heard__2001,gyasi,,cline-heard,2001.0,11.4,,3.23,31.5,34.5,11.0,8.0,-,-,,6' 6.25'',8' 7'',231.0,6' 11.5'',,,,78.25,103.0,83.5,gyasi cline-heard
